"imageUrl","title","totalScore","reviewsCount","instagrams/0","instagrams/1","facebooks/0","facebooks/1","facebooks/2","facebooks/3","facebooks/4","facebooks/5","facebooks/6","facebooks/7","facebooks/8","linkedIns/0","linkedIns/1","linkedIns/2","linkedIns/3","youtubes/0","youtubes/1","youtubes/2","youtubes/3","youtubes/4","youtubes/5","youtubes/6","youtubes/7","youtubes/8","youtubes/9","youtubes/10","youtubes/11","youtubes/12","youtubes/13","youtubes/14","youtubes/15","youtubes/16","youtubes/17","youtubes/18","youtubes/19","youtubes/20","tiktoks/0","twitters/0","twitters/1","phone","emails/0","emails/1","emails/2","emails/3","emails/4","city","website","url"
"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=IALaT31toDrcHu7C4C8ZhQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=243.43959&pitch=0&thumbfov=100","Yensite Properties",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"filler@godaddy.com",,,,,"Bengaluru","https://yensiteproperties.com/","https://www.google.com/maps/search/?api=1&query=Yensite%20Properties&query_place_id=ChIJhc4ghbO0jKsRXL-4zvdH0t0"
"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=JTNfy34ujcgkVG1j8HPcLw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=238.51364&pitch=0&thumbfov=100","Sri Nagashree Real Estate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+91 98453 16909",,,,,,"Bengaluru",,"https://www.google.com/maps/search/?api=1&query=Sri%20Nagashree%20Real%20Estate&query_place_id=ChIJEYG1LZk_rjsRN5xJvVUSfBM"
"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6aaQgtEZ1nQTPL9lLnWf_g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=112.13987&pitch=0&thumbfov=100","Vr Real Estate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru",,"https://www.google.com/maps/search/?api=1&query=Vr%20Real%20Estate&query_place_id=ChIJS8vdaj4VrjsRBQzGDu3HCek"
"https://lh3.googleusercontent.com/p/AF1QipMA9Z7o6LSSVshDMHnx_-HfEu6bEihN8M_OaIMu=w408-h454-k-no","Epitome Real-estate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+91 97403 01686",,,,,,"Bengaluru","http://epitomereal-estate.com/?utm_source=gmb&utm_medium=referral","https://www.google.com/maps/search/?api=1&query=Epitome%20Real-estate&query_place_id=ChIJx2GwE3U_rjsRR4FiHjRLHdQ"
"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=IbOzqXyhwWaX-1iS82MjLA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=263.38623&pitch=0&thumbfov=100","Siri Real Estate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+91 97318 25763",,,,,,"Bengaluru",,"https://www.google.com/maps/search/?api=1&query=Siri%20Real%20Estate&query_place_id=ChIJZdxg9XcVrjsRVPP3k-caGM8"
"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WQVRqrM0HZsdxsha5Qvqfw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=195.15092&pitch=0&thumbfov=100","VARSHA REAL ESTATE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+91 90355 52829",,,,,,"Bengaluru",,"https://www.google.com/maps/search/?api=1&query=VARSHA%20REAL%20ESTATE&query_place_id=ChIJNaU6ZABrrjsRbiuA9fU7y3c"
"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XZ56_Ks98upN5JGYKIpUTg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=252.0416&pitch=0&thumbfov=100","Amjad Real Estate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru",,"https://www.google.com/maps/search/?api=1&query=Amjad%20Real%20Estate&query_place_id=ChIJ5duhpAYVrjsRgr2z5kdxLO8"
"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=V2L3GpC009c3EJXWqDThvQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=103.606606&pitch=0&thumbfov=100","Maruthi Vasudeva Real Estate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Doddakammanahalli, Bengaluru",,"https://www.google.com/maps/search/?api=1&query=Maruthi%20Vasudeva%20Real%20Estate&query_place_id=ChIJcZV26ttqrjsRIq3-F1doyzA"
"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=jUmz7cmMMEz4tqNG981Isg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=224.40561&pitch=0&thumbfov=100","Meti Real Estate Agency",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru",,"https://www.google.com/maps/search/?api=1&query=Meti%20Real%20Estate%20Agency&query_place_id=ChIJJ_lCijk_rjsR27v9xHNUWHQ"
"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=UyxL8CYYVdMxbTKYFX9xyQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=203.28758&pitch=0&thumbfov=100","Anushree Properties Real Estate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bengaluru",,"https://www.google.com/maps/search/?api=1&query=Anushree%20Properties%20Real%20Estate&query_place_id=ChIJR6WLrpk_rjsRiR5IAjFpSt0"
